ID,Лизинг
9421682,1
9534049,1
9999395,1
9636565,1
10580902,1
12416263,1
7980029,1
7884548,1
9612,1
395740,1
9591717,1
6626102,1
10580897,1
5299828,1
7128625,1
9107910,1
9049601,1
6048642,1
9773116,1
5059501,1
567791,1
936950,1
6782737,1
10079051,1
5927233,1
6784216,1
7161721,1
7984289,1
6405119,1
5299664,1
5506240,1
8742730,1
5827162,1
7762302,1
366805,1
228435,1
10833287,1
9923861,1
10714326,1
10884990,1
8097538,1
10059753,1
6048368,1
4854710,1
8762066,1
7213432,1
8218869,1
10277304,1
10142060,1
8666382,1
8326317,1
10260130,1
7519446,1
1131766,1
5050731,1
10092713,1
7979996,1
9206781,1
10114434,1
11697618,1
10927471,1
7127267,1
6625947,1
8252352,1
10494307,1
3550562,1
1695958,1
5925898,1
8401735,1
8419858,1
9992061,1
10836679,1
7984060,1
5050828,1
8918705,1
8035141,1
5827247,1
6781819,1
9611110,1
5886128,1
2805836,1
4852493,1
9573718,1
9655214,1
228577,1
6300151,1
1527630,1
6783231,1
1158818,1
11464441,1
9213797,1
1442334,1
270873,1
6522856,1
11336576,1
10672680,1
10171099,1
8690314,1
7499054,1
8386612,1
11786412,1
2157489,1
7003177,1
11615602,1
9953768,1
11552374,1
8582649,1
5298137,1
12421555,1
8198410,1
9804785,1
9645621,1
11624394,1
10527038,1
10212982,1
10064461,1
7212861,1
5743175,1
10472695,1
7756209,1
12272980,1
11757982,1
5506421,1
8282320,1
7414763,1
9958916,1
12003293,1
9255100,1
11817559,1
4053632,1
9127944,1
5927342,1
4586326,1
10841906,1
9240187,1
4598579,1
5049729,1
9466550,1
10894801,1
3283758,1
11382694,1
9699849,1
9229127,1
10043731,1
7980018,1
4615774,1
12105834,1
9903991,1
4422604,1
11849355,1
1635784,1
10277334,1
7760007,1
568343,1
11346935,1
7341233,1
705322,1
5299510,1
7213636,1
10459881,1
8034973,1
8061287,1
10654863,1
7481916,1
4163082,1
12003292,1
7341234,1
8754418,1
9734661,1
7464569,1
11781949,1
4947308,1
12388281,1
5827088,1
8409023,1
8388331,1
8964317,1
11635654,1
6404975,1
8958028,1
9085575,1
9547827,1
6299765,1
7314981,1
7062231,1
10472687,1
7884697,1
11718986,1
9795783,1
10142058,1
6784097,1
7341250,1
133243,1
9389987,1
8759371,1
9841135,1
4480962,1
9737977,1
7420119,1
8179358,1
6048831,1
10561670,1
10722830,1
6998314,1
6299999,1
7341330,1
2297384,1
8034807,1
10463075,1
6552236,1
5297193,1
7884688,1
6048120,1
11840745,1
11651360,1
4844781,1
7461517,1
6522972,1
8033601,1
10749128,1
10749122,1
4545752,1
4626173,1
10920940,1
6048696,1
12069413,1
8870409,1
11738591,1
10079056,1
6783764,1
12016862,1
6300603,1
11378681,1
11577711,1
8759297,1
8676701,1
9031112,1
6419759,1
10494321,1
6049303,1
11836487,1
9858904,1
10662095,1
7213057,1
11435205,1
4836657,1
484918,1
9534099,1
7063672,1
10904853,1
6589659,1
4933518,1
8263275,1
11648955,1
7212996,1
5059452,1
2128841,1
8583979,1
4071490,1
1671099,1
9100439,1
5059479,1
5049750,1
4629663,1
4288723,1
7128119,1
7126967,1
4163142,1
4288653,1
9390025,1
4279262,1
2128967,1
10904861,1
10787530,1
7064648,1
8820892,1
7512477,1
7002335,1
7094075,1
8423864,1
6782604,1
485144,1
846487,1
10619584,1
9363996,1
2131073,1
11770016,1
7758705,1
9196030,1
5297512,1
11348153,1
9092768,1
12194216,1
5425909,1
5925459,1
7201826,1
9822866,1
198415,1
7341178,1
7884613,1
6890701,1
9596742,1
4605422,1
4915490,1
11756834,1
1491825,1
9127978,1
6300385,1
7758649,1
10475224,1
12169298,1
6299428,1
11378678,1
6047757,1
97343,1
8950916,1
8951460,1
5927126,1
10138897,1
10854608,1
937048,1
485365,1
12115860,1
4281506,1
9292713,1
67845,1
4433,1
7213421,1
10201707,1
8842624,1
10497914,1
2289835,1
568385,1
4073592,1
7125543,1
7212487,1
52392,1
4300893,1
9461608,1
9972153,1
1030044,1
2126760,1
2301628,1
5384334,1
4190510,1
4601929,1
485496,1
568090,1
4852476,1
9741938,1
5506428,1
4296288,1
7758663,1
7643013,1
12072489,1
10163356,1
7980294,1
11739632,1
2065226,1
12143030,1
10826248,1
10249528,1
9901239,1
9773124,1
4622741,1
8953721,1
8220691,1
10199698,1
10199699,1
9127967,1
8154470,1
9961506,1
6552358,1
7050290,1
11382705,1
7501754,1
9063426,1
1105566,1
2297335,1
7591673,1
10600487,1
9534160,1
8353335,1
4452849,1
9813928,1
6405255,1
9224887,1
5298583,1
2772,1
10264491,1
4834339,1
7161487,1
10196583,1
9513723,1
4622753,1
11390837,1
10836672,1
8227640,1
7886281,1
4190624,1
1131835,1
568256,1
9457685,1
5299606,1
7559725,1
1309404,1
9170328,1
8210098,1
10930346,1
6964203,1
7561028,1
